# Wavelength Transmittance 
# Filter Q 
# lambda eff:20.9mu
# (um)               (%) 
1.5837820E+00        2.9299999E-05
3.0943998E-03        3.4211431E+00
1.5840330E+00        3.4299999E-05
3.0717999E-03        3.4223130E+00
1.5842839E+00        3.9300001E-05
2.5922998E-03        3.4234850E+00
1.5845350E+00        4.6199995E-05
2.0878001E-03        3.4246581E+00
1.5847861E+00        5.3199998E-05
1.7802999E-03        3.4258311E+00
1.5850370E+00        5.5099998E-05
1.5454000E-03        3.4270051E+00
1.5852890E+00        4.8400001E-05
1.0951000E-03        3.4281800E+00
1.5855401E+00        3.1000000E-05
3.4790000E-04        3.4293549E+00
1.5857910E+00        5.0000003E-06
-4.6440001E-04       3.4305320E+00
1.5860430E+00        -1.9600000E-05
-9.9990005E-04       3.4317091E+00
1.5862941E+00        -2.9599998E-05
-1.1069999E-03       3.4328871E+00
1.5865459E+00        -2.0000001E-05
-9.5600000E-04       3.4340661E+00
1.5867980E+00        -1.9999999E-07
-8.8379998E-04       3.4352460E+00
1.5870500E+00        1.6200000E-05
-1.0803000E-03       3.4364259E+00
1.5873020E+00        2.0000001E-05
-1.3756999E-03       3.4376080E+00
1.5875540E+00        1.8100000E-05
-1.3680001E-03       3.4387901E+00
1.5878060E+00        2.3399998E-05
-7.5669994E-04       3.4399719E+00
1.5880580E+00        4.4799999E-05
3.8770001E-04        3.4411559E+00
1.5883100E+00        7.8699995E-05
1.6875000E-03        3.4423411E+00
1.5885620E+00        1.1230000E-04
2.7006001E-03        3.4435260E+00
1.5888150E+00        1.3399999E-04
3.1621000E-03        3.4447119E+00
1.5890670E+00        1.3710000E-04
3.0704001E-03        3.4458990E+00
1.5893199E+00        1.2299999E-04
2.6335998E-03        3.4470870E+00
1.5895720E+00        9.9600002E-05
2.1517000E-03        3.4482760E+00
1.5898250E+00        7.7199998E-05
1.8985000E-03        3.4494650E+00
1.5900780E+00        6.2699997E-05
1.9780998E-03        3.4506559E+00
1.5903310E+00        5.9799997E-05
2.2449000E-03        3.4518471E+00
1.5905840E+00        6.7900000E-05
2.3556000E-03        3.4530389E+00
1.5908370E+00        8.3699997E-05
2.0020001E-03        3.4542320E+00
1.5910900E+00        1.0090000E-04
1.2151999E-03        3.4554250E+00
1.5913430E+00        1.1130000E-04
4.1149999E-04        3.4566200E+00
1.5915960E+00        1.0940000E-04
9.7799995E-05        3.4578149E+00
1.5918500E+00        9.2499999E-05
4.5040000E-04        3.4590111E+00
1.5921030E+00        6.5100001E-05
1.1587000E-03        3.4602079E+00
1.5923570E+00        3.7199999E-05
1.6538999E-03        3.4614050E+00
1.5926100E+00        1.9800000E-05
1.5721000E-03        3.4626040E+00
1.5928640E+00        1.9600000E-05
1.0331000E-03        3.4638031E+00
1.5931180E+00        3.6699999E-05
5.5030000E-04        3.4650030E+00
1.5933720E+00        6.3699998E-05
6.1079999E-04        3.4662039E+00
1.5936260E+00        8.7699998E-05
1.2681000E-03        3.4674060E+00
1.5938790E+00        9.7299999E-05
2.0776000E-03        3.4686091E+00
1.5941340E+00        8.8499997E-05
2.4225998E-03        3.4698131E+00
1.5943880E+00        6.7199995E-05
1.9802998E-03        3.4710169E+00
1.5946420E+00        4.5099998E-05
9.4579998E-04        3.4722221E+00
1.5948960E+00        2.8099999E-05
-1.7829999E-04       3.4734280E+00
1.5951509E+00        1.5300000E-05
-1.0097000E-03       3.4746349E+00
1.5954050E+00        2.8999998E-06
-1.5060999E-03       3.4758430E+00
1.5956600E+00        -1.0499999E-05
-1.8260001E-03       3.4770510E+00
1.5959140E+00        -2.2199998E-05
-2.0341999E-03       3.4782610E+00
1.5961690E+00        -2.8099999E-05
-2.0091999E-03       3.4794710E+00
1.5964240E+00        -2.6700000E-05
-1.6334000E-03       3.4806819E+00
1.5966790E+00        -1.6900000E-05
-1.0373000E-03       3.4818940E+00
1.5969340E+00        3.3000001E-06
-5.9799996E-04       3.4831071E+00
1.5971889E+00        3.1899999E-05
-6.2419998E-04       3.4843211E+00
1.5974441E+00        6.0499999E-05
-1.0288000E-03       3.4855349E+00
1.5976990E+00        7.6999997E-05
-1.3270000E-03       3.4867499E+00
1.5979550E+00        7.4099997E-05
-1.0259000E-03       3.4879670E+00
1.5982100E+00        5.4600001E-05
-5.3899999E-05       3.4891829E+00
1.5984650E+00        2.6000000E-05
1.1643999E-03        3.4904020E+00
1.5987210E+00        -7.6000001E-06
2.0391999E-03        3.4916201E+00
1.5989770E+00        -4.7699999E-05
2.2630999E-03        3.4928401E+00
1.5992320E+00        -9.0800000E-05
1.9995999E-03        3.4940600E+00
1.5994880E+00        -1.2679999E-04
1.6830000E-03        3.4952810E+00
1.5997440E+00        -1.4259999E-04
1.6583999E-03        3.4965041E+00
1.6000000E+00        -1.3109999E-04
1.9512001E-03        3.4977260E+00
1.6002560E+00        -1.0040000E-04
2.3167001E-03        3.4989500E+00
1.6005120E+00        -6.4100001E-05
2.4907000E-03        3.5001750E+00
1.6007680E+00        -3.2200001E-05
2.4345000E-03        3.5014000E+00
1.6010250E+00        -5.2000000E-06
2.3779999E-03        3.5026269E+00
1.6012810E+00        1.9600000E-05
2.5701001E-03        3.5038540E+00
1.6015370E+00        4.3199998E-05
2.9780997E-03        3.5050819E+00
1.6017940E+00        6.2200001E-05
3.2225000E-03        3.5063109E+00
1.6020510E+00        7.4399999E-05
2.8802999E-03        3.5075409E+00
1.6023070E+00        8.1799997E-05
1.8926000E-03        3.5087719E+00
1.6025640E+00        8.8900000E-05
6.6519994E-04        3.5100040E+00
1.6028210E+00        1.0090000E-04
-2.6440001E-04       3.5112360E+00
1.6030780E+00        1.1250001E-04
-6.9209997E-04       3.5124691E+00
1.6033350E+00        1.1680000E-04
-8.7549997E-04       3.5137031E+00
1.6035920E+00        1.0730000E-04
-1.2226000E-03       3.5149391E+00
1.6038491E+00        8.8000001E-05
-1.8937000E-03       3.5161741E+00
1.6041070E+00        7.0299997E-05
-2.6699998E-03       3.5174110E+00
1.6043640E+00        6.5100001E-05
-3.1760000E-03       3.5186491E+00
1.6046211E+00        7.4900003E-05
-3.1844999E-03       3.5198870E+00
1.6048790E+00        9.1499998E-05
-2.7369999E-03       3.5211270E+00
1.6051360E+00        1.0250000E-04
-2.0599000E-03       3.5223670E+00
1.6053940E+00        9.8700002E-05
-1.3807000E-03       3.5236080E+00
1.6056520E+00        7.9899997E-05
-8.3539996E-04       3.5248499E+00
1.6059099E+00        5.5299999E-05
-4.5060000E-04       3.5260930E+00
1.6061680E+00        3.9099999E-05
-2.1579998E-04       3.5273371E+00
1.6064260E+00        4.0499999E-05
-1.5760001E-04       3.5285821E+00
1.6066840E+00        5.8400001E-05
-3.2949998E-04       3.5298271E+00
1.6069421E+00        8.3400002E-05
-7.1999995E-04       3.5310731E+00
1.6072000E+00        1.0090000E-04
-1.1172000E-03       3.5323210E+00
1.6074589E+00        1.0400000E-04
-1.1597000E-03       3.5335691E+00
1.6077170E+00        9.1299997E-05
-5.9820001E-04       3.5348179E+00
1.6079760E+00        6.8399997E-05
4.1009998E-04        3.5360680E+00
1.6082340E+00        4.3600001E-05
1.2958001E-03        3.5373189E+00
1.6084930E+00        2.5699999E-05
1.4503000E-03        3.5385699E+00
1.6087520E+00        2.2400000E-05
6.9519994E-04        3.5398231E+00
1.6090100E+00        3.5800000E-05
-5.7649997E-04       3.5410759E+00
1.6092690E+00        6.1999999E-05
-1.7022999E-03       3.5423310E+00
1.6095279E+00        9.0800000E-05
-2.2081998E-03       3.5435860E+00
1.6097870E+00        1.1350000E-04
-2.0510999E-03       3.5448420E+00
1.6100470E+00        1.2349999E-04
-1.5065999E-03       3.5460989E+00
1.6103060E+00        1.2249999E-04
-8.9380000E-04       3.5473571E+00
1.6105649E+00        1.1470000E-04
-4.1340000E-04       3.5486159E+00
1.6108249E+00        1.0490000E-04
-1.4660000E-04       3.5498760E+00
1.6110840E+00        9.5600000E-05
-1.0750000E-04       3.5511360E+00
1.6113440E+00        8.7699998E-05
-2.5940000E-04       3.5523980E+00
1.6116030E+00        7.9600002E-05
-5.1190000E-04       3.5536599E+00
1.6118630E+00        7.0299997E-05
-7.7509996E-04       3.5549240E+00
1.6121230E+00        5.9099995E-05
-9.9990005E-04       3.5561881E+00
1.6123830E+00        5.1699997E-05
-1.1360999E-03       3.5574529E+00
1.6126430E+00        5.4299999E-05
-1.0591000E-03       3.5587189E+00
1.6129030E+00        6.8199995E-05
-5.9820001E-04       3.5599861E+00
1.6131630E+00        8.7000000E-05
2.8869999E-04        3.5612540E+00
1.6134239E+00        9.6600001E-05
1.3437000E-03        3.5625219E+00
1.6136841E+00        8.5599997E-05
2.0973999E-03        3.5637920E+00
1.6139450E+00        5.8699999E-05
2.1881999E-03        3.5650620E+00
1.6142050E+00        3.1200001E-05
1.6570000E-03        3.5663340E+00
1.6144660E+00        1.5500000E-05
9.2169998E-04        3.5676060E+00
1.6147259E+00        1.5500000E-05
4.4890001E-04        3.5688789E+00
1.6149870E+00        2.1700000E-05
4.3110002E-04        3.5701530E+00
1.6152480E+00        2.4300001E-05
7.3789997E-04        3.5714290E+00
1.6155090E+00        2.2400000E-05
1.1243999E-03        3.5727050E+00
1.6157700E+00        2.0000001E-05
1.4496000E-03        3.5739820E+00
1.6160311E+00        2.1899999E-05
1.7211001E-03        3.5752590E+00
1.6162920E+00        2.9100000E-05
1.9912999E-03        3.5765381E+00
1.6165540E+00        3.6899997E-05
2.2473000E-03        3.5778170E+00
1.6168150E+00        4.2199998E-05
2.3818000E-03        3.5790980E+00
1.6170760E+00        4.6999998E-05
2.2592000E-03        3.5803790E+00
1.6173379E+00        5.5299999E-05
1.8444000E-03        3.5816619E+00
1.6175990E+00        7.1299997E-05
1.2834000E-03        3.5829451E+00
1.6178610E+00        8.9199995E-05
8.6499995E-04        3.5842290E+00
1.6181231E+00        9.8199998E-05
8.3249999E-04        3.5855150E+00
1.6183850E+00        9.2299997E-05
1.1817999E-03        3.5868011E+00
1.6186470E+00        7.2499999E-05
1.6507999E-03        3.5880880E+00
1.6189090E+00        4.8400001E-05
1.9372000E-03        3.5893750E+00
1.6191710E+00        2.7200000E-05
1.9412000E-03        3.5906639E+00
1.6194330E+00        1.0499999E-05
1.7855000E-03        3.5919540E+00
1.6196960E+00        -1.9999999E-07
1.6278999E-03        3.5932450E+00
1.6199580E+00        -6.9999999E-07
1.4925000E-03        3.5945361E+00
1.6202199E+00        1.4100000E-05
1.2901000E-03        3.5958290E+00
1.6204830E+00        4.2899999E-05
9.6129999E-04        3.5971220E+00
1.6207460E+00        7.6999997E-05
5.7819998E-04        3.5984170E+00
1.6210080E+00        1.0320000E-04
2.8250000E-04        3.5997119E+00
1.6212710E+00        1.1540000E-04
1.5040000E-04        3.6010079E+00
1.6215340E+00        1.1590000E-04
1.3180000E-04        3.6023049E+00
1.6217970E+00        1.1110000E-04
1.0490000E-04        3.6036041E+00
1.6220599E+00        1.0350000E-04
-3.4299999E-05       3.6049030E+00
1.6223230E+00        8.7000000E-05
-2.9850000E-04       3.6062031E+00
1.6225860E+00        5.7699999E-05
-6.0529995E-04       3.6075039E+00
1.6228499E+00        2.1200000E-05
-8.2589994E-04       3.6088049E+00
1.6231130E+00        -8.0999998E-06
-8.6069998E-04       3.6101079E+00
1.6233770E+00        -1.7400000E-05
-6.9810002E-04       3.6114120E+00
1.6236399E+00        -7.6000001E-06
-4.2390000E-04       3.6127169E+00
1.6239040E+00        7.6000001E-06
-1.7759998E-04       3.6140220E+00
1.6241680E+00        1.6000000E-05
-7.0099995E-05       3.6153290E+00
1.6244310E+00        1.5500000E-05
-9.9199999E-05       3.6166370E+00
1.6246949E+00        1.5500000E-05
-1.4019999E-04       3.6179450E+00
1.6249590E+00        2.4100000E-05
-3.5300000E-05       3.6192541E+00
1.6252240E+00        3.8599999E-05
2.7349999E-04        3.6205649E+00
1.6254880E+00        5.1699997E-05
6.7230000E-04        3.6218760E+00
1.6257520E+00        5.7000001E-05
9.4649999E-04        3.6231880E+00
1.6260160E+00        5.8199999E-05
9.4250002E-04        3.6245019E+00
1.6262810E+00        6.1999999E-05
6.8209996E-04        3.6258161E+00
1.6265450E+00        7.1800001E-05
3.1780000E-04        3.6271310E+00
1.6268100E+00        8.7299995E-05
-2.3999999E-06       3.6284471E+00
1.6270740E+00        1.0510000E-04
-2.4010001E-04       3.6297641E+00
1.6273390E+00        1.2329999E-04
-4.4079998E-04       3.6310821E+00
1.6276040E+00        1.3679999E-04
-6.6729996E-04       3.6324010E+00
1.6278690E+00        1.3829999E-04
-9.3099993E-04       3.6337211E+00
1.6281340E+00        1.2059999E-04
-1.2144999E-03       3.6350420E+00
1.6283990E+00        8.6099993E-05
-1.5011000E-03       3.6363640E+00
1.6286640E+00        4.6999998E-05
-1.7672000E-03       3.6376860E+00
1.6289300E+00        1.6900000E-05
-1.9614999E-03       3.6390100E+00
1.6291950E+00        4.4999997E-06
-1.9995999E-03       3.6403351E+00
1.6294611E+00        7.9000001E-06
-1.8240999E-03       3.6416609E+00
1.6297261E+00        1.9800000E-05
-1.4679000E-03       3.6429870E+00
1.6299920E+00        3.3599998E-05
-1.0524000E-03       3.6443150E+00
1.6302580E+00        4.6999998E-05
-6.9760001E-04       3.6456430E+00
1.6305230E+00        6.1300001E-05
-4.1529996E-04       3.6469729E+00
1.6307890E+00        7.9600002E-05
-7.3399999E-05       3.6483040E+00
1.6310550E+00        1.0320000E-04
5.0259999E-04        3.6496351E+00
1.6313210E+00        1.2900001E-04
1.3618000E-03        3.6509681E+00
1.6315880E+00        1.5230000E-04
2.3193001E-03        3.6523011E+00
1.6318541E+00        1.6329999E-04
3.0167000E-03        3.6536350E+00
1.6321200E+00        1.5519999E-04
3.1311000E-03        3.6549709E+00
1.6323870E+00        1.2489999E-04
2.5940000E-03        3.6563070E+00
1.6326530E+00        7.7199998E-05
1.6432001E-03        3.6576450E+00
1.6329200E+00        2.5699999E-05
6.7970000E-04        3.6589830E+00
1.6331860E+00        -1.1900000E-05
2.6499998E-05        3.6603220E+00
1.6334530E+00        -2.6199999E-05
-2.2579999E-04       3.6616621E+00
1.6337200E+00        -1.9600000E-05
-2.0379999E-04       3.6630039E+00
1.6339869E+00        -6.1999999E-06
-1.1370000E-04       3.6643460E+00
1.6342540E+00        1.4000000E-06
-7.8699995E-05       3.6656890E+00
1.6345210E+00        -1.4000000E-06
-1.0090000E-04       3.6670330E+00
1.6347880E+00        -6.6999996E-06
-1.0850000E-04       3.6683791E+00
1.6350560E+00        -1.7000000E-06
-6.1499995E-05       3.6697249E+00
1.6353230E+00        1.8400000E-05
1.7000000E-06        3.6710720E+00
1.6355900E+00        5.0099999E-05
-5.2000000E-06       3.6724200E+00
1.6358581E+00        8.1500002E-05
-1.2970000E-04       3.6737690E+00
1.6361260E+00        1.0250000E-04
-3.2970001E-04       3.6751189E+00
1.6363930E+00        1.0990000E-04
-4.9020001E-04       3.6764710E+00
1.6366611E+00        1.1250001E-04
-5.0709996E-04       3.6778231E+00
1.6369290E+00        1.1939999E-04
-3.6410001E-04       3.6791761E+00
1.6371970E+00        1.3380000E-04
-1.7209999E-04       3.6805301E+00
1.6374650E+00        1.5019999E-04
-1.1990000E-04       3.6818850E+00
1.6377330E+00        1.6020000E-04
-3.2450000E-04       3.6832409E+00
1.6380020E+00        1.5620000E-04
-7.1330002E-04       3.6845980E+00
1.6382700E+00        1.3540000E-04
-1.0378000E-03       3.6859560E+00
1.6385380E+00        1.0130000E-04
-1.0569000E-03       3.6873159E+00
1.6388071E+00        6.0499999E-05
-7.3929998E-04       3.6886761E+00
1.6390760E+00        2.5299998E-05
-2.9850000E-04       3.6900370E+00
1.6393440E+00        4.4999997E-06
-1.4499999E-05       3.6913991E+00
1.6396130E+00        -1.0000000E-06
-6.8999998E-06       3.6927619E+00
1.6398820E+00        2.3999999E-06
-1.7000000E-04       3.6941259E+00
1.6401510E+00        5.5000000E-06
-3.1139998E-04       3.6954920E+00
1.6404200E+00        7.3999995E-06
-3.2689999E-04       3.6968579E+00
1.6406890E+00        8.2999995E-06
-2.5610000E-04       3.6982250E+00
1.6409580E+00        7.3999995E-06
-2.1819999E-04       3.6995931E+00
1.6412280E+00        -1.1999999E-06
-2.7799999E-04       3.7009621E+00
1.6414970E+00        -1.9600000E-05
-3.7739999E-04       3.7023320E+00
1.6417670E+00        -4.0000003E-05
-3.9459998E-04       3.7037041E+00
1.6420360E+00        -5.1699997E-05
-2.6919998E-04       3.7050760E+00
1.6423060E+00        -4.9399998E-05
-7.9199999E-05       3.7064490E+00
1.6425760E+00        -3.8099999E-05
2.1500000E-05        3.7078240E+00
1.6428450E+00        -2.9599998E-05
-6.4100001E-05       3.7091990E+00
1.6431150E+00        -3.2399999E-05
-3.0260000E-04       3.7105751E+00
1.6433851E+00        -4.6699999E-05
-5.7649997E-04       3.7119520E+00
1.6436560E+00        -6.4100001E-05
-7.8270002E-04       3.7133310E+00
1.6439260E+00        -7.4099997E-05
-8.4609998E-04       3.7147100E+00
1.6441960E+00        -6.7900000E-05
-6.8020000E-04       3.7160909E+00
1.6444660E+00        -4.5099998E-05
-2.3080000E-04       3.7174721E+00
1.6447370E+00        -1.2900000E-05
4.0940000E-04        3.7188549E+00
1.6450070E+00        1.9100000E-05
9.8659995E-04        3.7202380E+00
1.6452780E+00        4.4799999E-05
1.2391000E-03        3.7216229E+00
1.6455491E+00        6.2200001E-05
1.0898000E-03        3.7230079E+00
1.6458200E+00        7.3399999E-05
6.7829993E-04        3.7243950E+00
1.6460910E+00        7.7199998E-05
2.2890000E-04        3.7257819E+00
1.6463619E+00        7.4900003E-05
-9.7299999E-05       3.7271709E+00
1.6466330E+00        7.0599999E-05
-2.1430000E-04       3.7285609E+00
1.6469040E+00        6.7699999E-05
-6.2500003E-05       3.7299521E+00
1.6471750E+00        6.6000001E-05
3.6099998E-04        3.7313430E+00
1.6474470E+00        6.2200001E-05
9.1619993E-04        3.7327361E+00
1.6477180E+00        5.8199999E-05
1.3346999E-03        3.7341299E+00
1.6479900E+00        5.9099995E-05
1.3900000E-03        3.7355249E+00
1.6482610E+00        7.0800001E-05
1.0724000E-03        3.7369211E+00
1.6485330E+00        9.1099995E-05
5.9459999E-04        3.7383180E+00
1.6488050E+00        1.0900000E-04
2.3050001E-04        3.7397161E+00
1.6490760E+00        1.1160000E-04
1.1540000E-04        3.7411151E+00
1.6493480E+00        9.3199997E-05
1.9549999E-04        3.7425151E+00
1.6496210E+00        5.8699999E-05
3.1380000E-04        3.7439160E+00
1.6498930E+00        2.1200000E-05
3.5950000E-04        3.7453179E+00
1.6501650E+00        -6.8999998E-06
3.5209997E-04        3.7467220E+00
1.6504370E+00        -2.0000001E-05
4.3680001E-04        3.7481260E+00
1.6507100E+00        -2.2599999E-05
7.6650002E-04        3.7495310E+00
1.6509820E+00        -2.0300000E-05
1.3629999E-03        3.7509379E+00
1.6512550E+00        -1.4100000E-05
2.0601999E-03        3.7523451E+00
1.6515280E+00        -5.0000000E-07
2.5916002E-03        3.7537539E+00
1.6518010E+00        2.0500000E-05
2.7598999E-03        3.7551630E+00
1.6520730E+00        4.4599998E-05
2.5525000E-03        3.7565739E+00
1.6523460E+00        6.3200001E-05
2.0890001E-03        3.7579861E+00
1.6526190E+00        7.1000002E-05
1.4999000E-03        3.7593980E+00
1.6528929E+00        6.9800000E-05
8.7329996E-04        3.7608120E+00
1.6531661E+00        6.3399995E-05
2.7920000E-04        3.7622271E+00
1.6534390E+00        5.3899999E-05
-2.3029999E-04       3.7636430E+00
1.6537130E+00        4.1999996E-05
-6.6229998E-04       3.7650599E+00
1.6539860E+00        3.1200001E-05
-1.0645000E-03       3.7664781E+00
1.6542600E+00        2.6499998E-05
-1.4445999E-03       3.7678981E+00
1.6545330E+00        3.2699998E-05
-1.7271000E-03       3.7693181E+00
1.6548070E+00        4.8400001E-05
-1.8279999E-03       3.7707391E+00
1.6550810E+00        6.8399997E-05
-1.7468999E-03       3.7721610E+00
1.6553550E+00        8.7499997E-05
-1.5656999E-03       3.7735851E+00
1.6556290E+00        1.0010000E-04
-1.3198999E-03       3.7750089E+00
1.6559030E+00        1.0060000E-04
-9.4250002E-04       3.7764349E+00
1.6561780E+00        8.3200001E-05
-3.7810000E-04       3.7778621E+00
1.6564519E+00        4.9099999E-05
2.6179999E-04        3.7792890E+00
1.6567260E+00        9.2999999E-06
7.0309994E-04        3.7807181E+00
1.6570010E+00        -1.9300000E-05
7.3340000E-04        3.7821479E+00
1.6572750E+00        -2.7699998E-05
3.9320000E-04        3.7835791E+00
1.6575500E+00        -2.0999998E-05
-4.9399998E-05       3.7850111E+00
1.6578250E+00        -1.3100000E-05
-3.2999998E-04       3.7864439E+00
1.6581000E+00        -1.4299999E-05
-3.9360000E-04       3.7878790E+00
1.6583750E+00        -2.9299999E-05
-3.9099998E-04       3.7893140E+00
1.6586500E+00        -5.2399999E-05
-4.7370000E-04       3.7907510E+00
1.6589251E+00        -7.6999997E-05
-6.3780003E-04       3.7921879E+00
1.6592000E+00        -9.4600000E-05
-7.3929998E-04       3.7936270E+00
1.6594760E+00        -9.8199998E-05
-6.5970002E-04       3.7950661E+00
1.6597511E+00        -8.5100000E-05
-4.1650000E-04       3.7965069E+00
1.6600270E+00        -5.7899997E-05
-1.3759999E-04       3.7979491E+00
1.6603020E+00        -2.1700000E-05
5.9799997E-05        3.7993920E+00
1.6605780E+00        1.8400000E-05
1.3089999E-04        3.8008361E+00
1.6608540E+00        5.8699999E-05
7.1000002E-05        3.8022809E+00
1.6611300E+00        9.3700000E-05
-1.2830000E-04       3.8037281E+00
1.6614060E+00        1.1749999E-04
-4.3419996E-04       3.8051751E+00
1.6616820E+00        1.2440000E-04
-7.0600002E-04       3.8066230E+00
1.6619580E+00        1.1250001E-04
-7.4390002E-04       3.8080730E+00
1.6622339E+00        8.7000000E-05
-4.2149998E-04       3.8095241E+00
1.6625100E+00        5.6500001E-05
2.1579998E-04        3.8109760E+00
1.6627870E+00        2.9299999E-05
9.7749999E-04        3.8124280E+00
1.6630630E+00        1.1399999E-05
1.6387000E-03        3.8138831E+00
1.6633400E+00        1.9999999E-07
2.0432000E-03        3.8153379E+00
1.6636170E+00        -1.0300000E-05
2.1440999E-03        3.8167939E+00
1.6638930E+00        -2.2199998E-05
1.9934000E-03        3.8182509E+00
1.6641700E+00        -3.1699998E-05
1.6942000E-03        3.8197100E+00
1.6644469E+00        -3.1200001E-05
1.3523001E-03        3.8211689E+00
1.6647240E+00        -1.7900000E-05
1.0405000E-03        3.8226299E+00
1.6650020E+00        4.4999997E-06
7.9729996E-04        3.8240919E+00
1.6652790E+00        2.5299998E-05
6.5449998E-04        3.8255551E+00
1.6655560E+00        3.7400001E-05
6.3349999E-04        3.8270190E+00
1.6658340E+00        3.8599999E-05
7.0259999E-04        3.8284841E+00
1.6661110E+00        3.3400000E-05
7.7339995E-04        3.8299501E+00
1.6663890E+00        2.7900000E-05
7.6080003E-04        3.8314180E+00
1.6666670E+00        2.5699999E-05
6.5949996E-04        3.8328860E+00
1.6669450E+00        2.4800000E-05
5.5100000E-04        3.8343561E+00
1.6672220E+00        2.4800000E-05
5.2259996E-04        3.8358271E+00
1.6675000E+00        3.0499999E-05
5.8080000E-04        3.8372991E+00
1.6677780E+00        4.7199999E-05
6.3490000E-04        3.8387721E+00
1.6680570E+00        7.2700001E-05
5.7649997E-04        3.8402460E+00
1.6683350E+00        9.5800002E-05
3.6809998E-04        3.8417211E+00
1.6686130E+00        1.0610000E-04
7.5099997E-05        3.8431981E+00
1.6688920E+00        1.0350000E-04
-1.8139998E-04       3.8446751E+00
1.6691700E+00        9.7799995E-05
-3.0330001E-04       3.8461540E+00
1.6694490E+00        9.6800002E-05
-2.7299998E-04       3.8476341E+00
1.6697280E+00        9.9199999E-05
-1.5659998E-04       3.8491149E+00
1.6700070E+00        9.6099997E-05
-5.5999997E-05       3.8505969E+00
1.6702861E+00        7.9600002E-05
-4.0799998E-05       3.8520801E+00
1.6705650E+00        5.2899995E-05
-8.2699997E-05       3.8535650E+00
1.6708440E+00        2.3399998E-05
-6.5599997E-05       3.8550501E+00
1.6711230E+00        -1.4000000E-06
1.3679999E-04        3.8565371E+00
1.6714020E+00        -1.6200000E-05
5.4570002E-04        3.8580251E+00
1.6716820E+00        -2.0000001E-05
1.0268999E-03        3.8595140E+00
1.6719609E+00        -1.1200000E-05
1.3704000E-03        3.8610041E+00
1.6722410E+00        5.6999997E-06
1.4364999E-03        3.8624949E+00
1.6725210E+00        2.3399998E-05
1.2614999E-03        3.8639879E+00
1.6727999E+00        3.2200001E-05
1.0017999E-03        3.8654809E+00
1.6730800E+00        2.9100000E-05
7.9460000E-04        3.8669760E+00
1.6733600E+00        2.3600000E-05
6.4350001E-04        3.8684721E+00
1.6736400E+00        3.0799998E-05
4.6179997E-04        3.8699689E+00
1.6739200E+00        6.6300003E-05
2.0309999E-04        3.8714671E+00
1.6742010E+00        1.2539999E-04
-5.5999997E-05       3.8729670E+00
1.6744810E+00        1.8619999E-04
-1.7669999E-04       3.8744669E+00
1.6747611E+00        2.2029999E-04
-8.7699998E-05       3.8759689E+00
1.6750420E+00        2.1269999E-04
1.3920000E-04        3.8774719E+00
1.6753230E+00        1.7379998E-04
3.5980000E-04        3.8789761E+00
1.6756030E+00        1.2869999E-04
4.8729999E-04        3.8804810E+00
1.6758840E+00        9.8900004E-05
5.6479999E-04        3.8819880E+00
1.6761650E+00        8.8900000E-05
6.8689999E-04        3.8834951E+00
1.6764460E+00        8.9399997E-05
8.6949993E-04        3.8850040E+00
1.6767271E+00        9.0399997E-05
9.9780003E-04        3.8865139E+00
1.6770080E+00        8.8900000E-05
9.2670001E-04        3.8880250E+00
1.6772890E+00        8.8000001E-05
6.3279999E-04        3.8895371E+00
1.6775711E+00        8.9599998E-05
2.6419997E-04        3.8910511E+00
1.6778520E+00        9.2499999E-05
3.4799999E-05        3.8925650E+00
1.6781340E+00        9.3499999E-05
6.4400003E-05        3.8940811E+00
1.6784160E+00        9.1299997E-05
3.0659998E-04        3.8955979E+00
1.6786970E+00        8.9399997E-05
6.0149998E-04        3.8971159E+00
1.6789790E+00        9.2000002E-05
7.8199996E-04        3.8986349E+00
1.6792610E+00        1.0350000E-04
7.4860000E-04        3.9001560E+00
1.6795430E+00        1.2370000E-04
4.9159996E-04        3.9016781E+00
1.6798249E+00        1.4850000E-04
9.4900002E-05        3.9032011E+00
1.6801070E+00        1.7170000E-04
-3.0140000E-04       3.9047251E+00
1.6803900E+00        1.9029999E-04
-5.7149999E-04       3.9062500E+00
1.6806720E+00        2.0689999E-04
-6.7780004E-04       3.9077771E+00
1.6809551E+00        2.2670001E-04
-6.7709998E-04       3.9093039E+00
1.6812370E+00        2.5319998E-04
-6.5059995E-04       3.9108329E+00
1.6815200E+00        2.8230000E-04
-6.1799999E-04       3.9123631E+00
1.6818030E+00        3.0779999E-04
-5.2000000E-04       3.9138939E+00
1.6820860E+00        3.2590001E-04
-2.9109998E-04       3.9154270E+00
1.6823690E+00        3.3590000E-04
5.0799998E-05        3.9169600E+00
1.6826520E+00        3.3899999E-04
3.7980001E-04        3.9184949E+00
1.6829350E+00        3.3640000E-04
5.3909997E-04        3.9200311E+00
1.6832180E+00        3.2689999E-04
4.5440000E-04        3.9215691E+00
1.6835020E+00        3.0990000E-04
1.9689999E-04        3.9231069E+00
1.6837850E+00        2.8680000E-04
-4.8400001E-05       3.9246471E+00
1.6840690E+00        2.6370000E-04
-1.1490000E-04       3.9261880E+00
1.6843520E+00        2.4599998E-04
3.9099999E-05        3.9277301E+00
1.6846360E+00        2.3409999E-04
3.0659998E-04        3.9292729E+00
1.6849200E+00        2.2720000E-04
5.3690001E-04        3.9308181E+00
1.6852040E+00        2.2269999E-04
